Longitude,Latitude,id,@id,bus,highway,name,public_transport,wheelchair,amenity,parking,opening_hours,wheelchair:description,internet_access,tourism,atm,website,cuisine,phone,old_name,service,charge,name:de,name:ru,name:zh,contact:phone,takeaway,brewery,contact:email,contact:fax,contact:website,diet:vegetarian,survey:date,email,fax,name:en,light_rail,ref_name,healthcare,diet:vegan
11.583598,48.1554281,node/296231136,node/296231136,yes,bus_stop,Georgenstraße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5833576,48.1549238,node/2641008884,node/2641008884,yes,bus_stop,Georgenstraße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5432317,48.2141997,node/2711021524,node/2711021524,yes,bus_stop,Feldmoching Bahnhof Ost,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5640384,48.201551,node/5538148124,node/5538148124,yes,bus_stop,Augustin-Rösch-Straße,platform,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5855493,48.1756778,node/2709448524,node/2709448524,yes,bus_stop,Wilhelm-Hertz-Straße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.576961,48.1626594,node/1851814657,node/1851814657,yes,bus_stop,Pündterplatz,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6154978,48.1900855,node/1023856372,node/1023856372,yes,bus_stop,Situlistraße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6156953,48.1901901,node/1323155071,node/1323155071,yes,bus_stop,Situlistraße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.644696,48.1651575,node/3342865093,node/3342865093,yes,bus_stop,Grimmeisenstraße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6419517,48.1583017,node/2873552808,node/2873552808,yes,bus_stop,Freischützstraße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6424314,48.1590839,node/2873592602,node/2873592602,yes,bus_stop,Freischützstraße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6414489,48.1587709,node/2873592503,node/2873592503,yes,bus_stop,Freischützstraße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6442227,48.1399628,node/3130963321,node/3130963321,yes,bus_stop,Zamdorf Siedlung,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6796796,48.1409862,node/3901926765,node/3901926765,yes,bus_stop,Graf-Lehndorff-Straße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.680286,48.1406736,node/2053562564,node/2053562564,yes,bus_stop,Graf-Lehndorff-Straße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6800934,48.1404305,node/1188363884,node/1188363884,yes,bus_stop,Graf-Lehndorff-Straße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6797795,48.140386,node/3901926764,node/3901926764,yes,bus_stop,Graf-Lehndorff-Straße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.7028095,48.1297424,node/3087406858,node/3087406858,yes,bus_stop,Selma-Lagerlöf-Straße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.7025367,48.1295645,node/3087406857,node/3087406857,yes,bus_stop,Selma-Lagerlöf-Straße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6330538,48.1331784,node/3708568548,node/3708568548,yes,bus_stop,Berg am Laim Bahnhof Süd,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.686981,48.1146293,node/679407965,node/679407965,yes,bus_stop,Edeltraudstraße,platform,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6868161,48.1146358,node/679383191,node/679383191,yes,bus_stop,Edeltraudstraße,platform,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6723702,48.0823119,node/419241629,node/419241629,yes,bus_stop,Waldperlach,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waldperlach, München",,
11.6727236,48.0820077,node/419241627,node/419241627,yes,bus_stop,Waldperlach,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waldperlach, München",,
11.676808,48.0813036,node/4695618846,node/4695618846,yes,bus_stop,Salzmannstraße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salzmannstraße, München",,
11.6768099,48.0812641,node/419241626,node/419241626,yes,bus_stop,Salzmannstraße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salzmannstraße, München",,
11.6280876,48.0924174,node/420267251,node/420267251,yes,bus_stop,Weidener Straße,stop_position,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
