_id,ADDRESS.ID,ADDRESS.Organisation,ADDRESS.Organisationsbereich,ADDRESS.Bezeichnung,ADDRESS.Strasse,ADDRESS.Hausnummer,ADDRESS.Postleitzahl,ADDRESS.Ort,ADDRESS.c/o (Postanschrift),ADDRESS.Strasse (Postanschrift),ADDRESS.Hausnummer (Postanschrift),ADDRESS.Postfach (Postanschrift),ADDRESS.Postleitzahl (Postanschrift),ADDRESS.Ort (Postanschrift),ADDRESS.Lat,ADDRESS.Lon,SERVICE.ID,ADDRESS.Telefon,ADDRESS.Fax,ADDRESS.Mobilnummer,ADDRESS.E-Mail,ADDRESS.Homepage,ADDRESS.Offnungszeiten (Text),ADDRESS.Erreichbarkeit,ADDRESS.Kfz-Parkplatze fur Behinderte,ADDRESS.Hilfen fur Gehbehinderte,ADDRESS.Hilfen fur Sehbehinderte,ADDRESS.Hilfen fur gehorlose und schwerhorige Menschen,ADDRESS.Barrierefreiheit (Anmerkung),SERVICE.Bezeichnung,SERVICE.Anzeigename,SERVICE.Beschreibung,SERVICE.Kurzbeschreibung,Schlagworte,Dokumente & Links,Angebot
20,10193655,,,"Behindertenparkplatz ""Oberföhringer Straße 2""",,,,,,,,,,,48.1511981531218,11.6085420863385,10193656,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Geschäfte und Arztpraxen - Anzahl: 1 - zeitliche Einschränkung: keine,,,,
21,10195363,,,"Behindertenparkplatz ""Haydnstraße 7""",,,,,,,,,,,48.13074470721654,11.556988804611265,10195364,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Krankenhaus - Anzahl: 2 - zeitliche Einschränkung: Mo-Fr werktags 08.00-17.00 Uhr,,,,
22,10195365,,,"Behindertenparkplatz ""Meindstraße 8""",,,,,,,,,,,48.11885358982158,11.538220100803029,10195366,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Schule - Anzahl: 1 - zeitliche Einschränkung: keine,,,,
23,10195367,,,"Behindertenparkplatz ""Hans-Stützle-Straße 20""",,,,,,,,,,,48.13941436601904,11.41063728332681,10195368,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"Gesundheitszentrum, Ladengeschäfte - Anzahl: 1 - zeitliche Einschränkung: werktags 07.00-19.00 Uhr",,,,
24,10195369,,,"Behindertenparkplatz ""Frundsbergstraße Höhe Dom-Pedro-Platz""",,,,,,,,,,,48.159534354287516,11.53355424194032,10195370,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Schule - Anzahl: 1 - zeitliche Einschränkung: Schultage 07.00-17.00 Uhr bis 1 Stunde,,,,
25,10198081,,,"Behindertenparkplatz ""Schwanthalerstraße 69""",,,,,,,,,,,48.13744328957994,11.555246114734524,10198082,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Referat für Umwelt und Gesundheit - Anzahl: 2 - zeitliche Einschränkung: Mo-Fr werktags 7.00-18.00 Uhr,,,,
26,10198083,,,"Behindertenparkplatz ""Welfenstraße 60""",,,,,,,,,,,48.12234453511017,11.59035623073441,10198084,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Welfenstraße 60""","Behindertenparkplatz ""Welfenstraße 60""","Welfenhöfe, allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: keine",,,,
27,10202212,,,"Behindertenparkplatz ""Dantestraße 22""",,,,,,,,,,,48.168847502957036,11.527265310294947,10202213,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Physiotherapie - Anzahl: 1 - zeitliche Einschränkung: Mo-Sa 07.30-20.00 Uhr,,,,
28,10202340,,,"Behindertenparkplatz ""Belgradstraße 106/108""",,,,,,,,,,,48.17190279558922,11.573501229287409,10202341,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Mehrgenerationenprojekt - Anzahl: 2 - zeitliche Einschränkung: bis 5 Stunden,,,,
29,10204520,,,"Behindertenparkplatz ""Siebertstraße 2""",,,,,,,,,,,48.14375430573502,11.599143147465968,10204521,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Siebertstraße 2""","Behindertenparkplatz ""Siebertstraße 2""",Bibliothek - Anzahl: 1 - zeitliche Einschränkung: keine,,,,
30,10204526,,,"Behindertenparkplatz ""Schießstättstraße 30""",,,,,,,,,,,48.13506795578483,11.545488238338763,10204527,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Berdarf - Anzahl: 1 - zeitliche Beschränkung: Mo-Fr werktags 08.00-18.00 Uhr,,,,
31,10204674,,,"Behindertenparkplatz ""Nikolaistraße 2""",,,,,,,,,,,48.15901852976265,11.58603250980315,10204675,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 08.00 bis 19.00 Uhr,,,,
32,10204676,,,"Behindertenparkplatz ""Nikolaistraße 2""",,,,,,,,,,,48.15901852976265,11.586027145384971,10204677,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 08.00-19.00 Uhr,,,,
33,10204678,,,"Behindertenparkplatz ""Maxburgstraße 5""",,,,,,,,,,,48.13997065294227,11.569257974627027,10204679,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Erzbischöfliche Ordinariat München - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
34,10207484,,,"Behindertenparkplatz ""Hackenstraße 1""",,,,,,,,,,,48.135749958120336,11.5709102153792,10207485,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Hackenstraße 1""","Behindertenparkplatz ""Hackenstraße 1""",Fußgängerzone - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
35,10207486,,,"Behindertenparkplatz ""Weimarer Straße 4""",,,,,,,,,,,48.18505922399964,11.587496995925374,10207487,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Hotel mit barrierefreien Zimmern - Anzahl: 1 - zeitliche Einschränkung: keine,,,,
36,10207854,,,"Behindertenparkplatz ""Hackenstraße 1""",,,,,,,,,,,48.13566045701896,11.570963859559185,10207855,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Fußgängerzone - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
37,10207856,,,"Behindertenparkplatz ""Kreillerstr. 62 a""",,,,,,,,,,,48.126372974680784,11.64081931113272,10207857,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Praxis für Orthopädie - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 8.00-19.00 Uhr,,,,
38,10216483,,,"Behindertenparkplatz ""Sonnenstraße 17""",,,,,,,,,,,48.136773839631644,11.56520515680523,10216484,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Sanitätshaus - Anzahl: 1 - zeitliche Einschränkung: keine,,,,
39,10216485,,,"Behindertenparkplatz ""Seidlstraße 23""",,,,,,,,,,,48.1461202893541,11.558161675933082,10216486,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Orthopädiefirma - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 09.00-18.00 Uhr,,,,
40,10216487,,,"Behindertenparkplatz ""Brienner Straße 55""",,,,,,,,,,,48.14718691498562,11.560208201411024,10216488,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Schmerzzentrum - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 09.00 bis 19.00 Uhr,,,,
41,10216489,,,"Behindertenparkplatz ""Herzogspitalstraße 3""",,,,,,,,,,,48.13760438585833,11.568418443204145,10216490,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"<p>Geschäfte, Fußgängerzone - Anzahl: 2 - zeitliche Einschränkung: keine</p><p>Hinweis:<br>Aufgrund einer Baustelle befindet sich ab 20. Juni 2022&nbsp; der Behindertenparkplatz bei Herzogspitalstraße 5.</p>",,,,
42,10217321,,,"Behindertenparkplatz ""Galeriestraße 2""",,,,,,,,,,,48.144194580235684,11.578605473041588,10217322,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Fußgängerzone und Geschäfte - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
43,10217323,,,"Behindertenparkplatz ""Steinerstr. 4""",,,,,,,,,,,48.10388845344518,11.53979659080979,10217324,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Orthopädigeschäft - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 07.30-18.00 Uhr bis 2 Stunden,,,,
44,10222956,,,"Behindertenparkplatz ""Landaubogen 3 a""",,,,,,,,,,,48.12926609455491,11.531497836119872,10222957,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"Rehability Reha-Fachhandel - Anzahl: 2 - zeitliche Einschränkung: Mo-Do 08.00-18.00 Uhr, Fr 08.00-21.00 Uhr, Sa 08.00-15.00 Uhr werktags bis 3 Stunden",,,,
45,10222958,,,"Behindertenparkplatz ""Wasserburger Landstraße 182""",,,,,,,,,,,48.115516951452385,11.6949167847475,10222959,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Radiologie München Ost - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr 07.00 bis 20.00 Uhr werktags bis 3 Stunden,,,,
46,10229536,,,"Behindertenparkplatz ""Truderinger Str. 265 b""",,,,,,,,,,,48.12445189601849,11.665707528579249,10229537,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Schule - Anzahl: 1 - zeitliche Einschränkung: Schultage 07.00-16.00 Uhr,,,,
47,10229538,,,"Behindertenparkplatz ""Perchtinger Str. 5""",,,,,,,,,,,48.09584743749234,11.511389315138068,10229539,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: keine,,,,
48,10233693,,,"Behindertenparkplatz ""Sparkassenstraße 2""",,,,,,,,,,,48.13668613030149,11.577344834804745,10233694,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"Stadtsparkasse, Fußgängerzone, Geschäfte - Anzahl: 3 - zeitliche Einschränkung: keine",,,,
49,10233876,,,"Behindertenparkplatz ""Leonrodstraße 57""",,,,,,,,,,,48.1573581168261,11.543213725094084,10233877,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung Mo-Fr werktags 09.00-16.00 Uhr bis 4 Stunden,,,,
50,10237984,,,"Behindertenparkplatz ""Arcisstraße 16""",,,,,,,,,,,48.14695247400521,11.567643284800303,10237985,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Ägyptisches Museum - Anzahl: 1 - zeitliche Einschränkung: Mo-So 09.00-20.00 Uhr,,,,
51,10237986,,,"Behindertenparkplatz ""Garchinger Straße 37""",,,,,,,,,,,48.18153257360788,11.603686809535347,10237987,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: 08.00-18.00 Uhr bis 2 Stunden,,,,
52,10237988,,,"Behindertenparkplatz ""Hansastraße 2""",,,,,,,,,,,48.13546534407322,11.524776220329429,10237989,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Sozialbürgerhaus - Anzahl: 2 - zeitliche Einschränkung: Mo-Fr werktags 08.00-17.00 Uhr,,,,
53,10237990,,,"Behindertenparkplatz ""Hohenzollernstraße 16/18""",,,,,,,,,,,48.15968947879654,11.583532691001276,10237991,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: werktags 09.00-19.00 Uhr,,,,
54,10237992,,,"Behindertenparkplatz ""Kaflerstraße 14 Seite: Emil-Neuburger-Straße""",,,,,,,,,,,48.1496601126171,11.458673179165997,10237993,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: keine,,,,
55,10237994,,,"Behindertenparkplatz ""Luise-Kiesselbach-Platz 2""",,,,,,,,,,,48.11347369272783,11.518191397199388,10237995,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Altenheim - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
56,10238004,,,"Behindertenparkplatz ""Werner-Eckert-Straße 7""",,,,,,,,,,,48.134321501899215,11.686620712265325,10238005,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: keine,,,,
57,10238006,,,"Behindertenparkplatz ""Zamdorfer Straße 90""",,,,,,,,,,,48.138721306151176,11.64204776286229,10238007,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Zamdorfer Straße 90""","Behindertenparkplatz ""Zamdorfer Straße 90""",Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
58,10238770,,,"Behindertenparkplatz ""Agnes-Bernauer-Straße 89""",,,,,,,,,,,48.13960551748289,11.499255001556735,10238771,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: Mo-Sa werktags 08.00-20.00 Uhr,,,,
59,10238772,,,"Behindertenparkplatz ""Fürstenrieder Straße 51 Seite: Hogenbergstraße""",,,,,,,,,,,48.13687407868202,11.503305137168093,10238773,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgeminer Bedarf - Anzahl: 1 - zeitliche Einschränkung: Mo-Sa werktags 09.00-20.00 Uhr,,,,
60,10238774,,,"Behindertenparkplatz ""Fürstenrieder Straße 51 Seite: Hogenbergstraße""",,,,,,,,,,,48.1368633387934,11.50331318379491,10238775,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: Mo-Sa werktags 09.00-20.00 Uhr,,,,
61,10242222,,,"Behindertenparkplatz ""Deisenhofener Straße 17 Seite: Herzogstandstraße""",,,,,,,,,,,48.114399526423746,11.58277630805881,10242223,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: Mo-Sa werktags 09.00-23.00 Uhr,,,,
62,10245342,,,"Behindertenparkplatz ""Fritz-Winter-Straße 10""",,,,,,,,,,,48.18385031843814,11.597509682176069,10245343,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
63,10268124,,,"Behindertenparkplatz ""Markgrafenstraße 33""",,,,,,,,,,,48.108602494077715,11.675178408609217,10268125,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Grundschule Markgrafenstraße 33 - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 6.00 - 18.00 Uhr bis 2 Stunden,,,,
64,10268126,,,"Behindertenparkplatz ""Baubergerstraße 8""",,,,,,,,,,,48.180345046458804,11.510434448729297,10268127,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"Münchner Volkshochschule - Anzahl: 1 - zeitliche Einschränkung: Mo-Sa 07.00-21.00 Uhr, So 09.00-18.00 Uhr",,,,
65,10268128,,,"Behindertenparkplatz ""Herzogstraße 129""",,,,,,,,,,,48.16343052973116,11.564438045027309,10268129,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: keine,,,,
66,10268130,,,"Behindertenparkplatz ""Kirchenstraße 84""",,,,,,,,,,,48.13292164785178,11.607541143890836,10268131,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 07.00-18.00 Uhr,,,,
67,10268132,,,"Behindertenparkplatz ""Edmund-Rumpler-Straße 1""",,,,,,,,,,,48.194890358491996,11.609271168704348,10268133,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 4 - zeitliche Einschränkung: 06.00-20.00 Uhr,,,,
68,10268134,,,"Behindertenparkplätze ""Gärtnerplatz 3 Seite: Klenzestraße""",,,,,,,,,,,48.13137854200965,11.575539708138534,10268135,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,<p>Staatstheater am Gärtnerplatz - Anzahl: 3 - zeitliche Einschränkung: 09.00-23.00 Uhr<br><br></p><p>Hinweis:<br>Am 28. Juni 2022 von 7 bis 18 Uhr steht der Behindertenparkplatz nicht zur Verfügung.</p>,,,,
69,10268136,,,"Behindertenparkplätze ""Gärtnerplatz 3 Seite: Reichenbachstraße""",,,,,,,,,,,48.13123532797867,11.575917899609767,10268137,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Staatstheater am Gärtnerplatz - Anzahl: 3 - zeitliche Einschränkung: 09.00-23-00 Uhr,,,,
70,10268138,,,"Behindertenparkplätze ""Burgstraße 3""",,,,,,,,,,,48.137432549809795,11.57742530107562,10268139,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 3 - zeitliche Einschränkung: keine,,,,
71,10268836,,,"Behindertenparkplatz ""Pacellistraße 5""",,,,,,,,,,,48.140736713015365,11.569802463056392,10268837,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Amtsgericht München - Anzahl: 3 - zeitliche Einschränkung: keine,,,,
72,10271564,,,"Behindertenparkplatz ""Dachauer Straße 272""",,,,,,,,,,,48.180650873099324,11.512408554563182,10271565,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"Sanitätshaus - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr 08.00-18.00 Uhr, Sa 09.-14.00 Uhr",,,,
73,10271566,,,"Behindertenparkplatz ""Weilheimer Straße 6""",,,,,,,,,,,48.11685281550887,11.519435942181698,10271567,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: keine,,,,
74,10288045,,,"Behindertenparkplatz ""Partnachplatz 7 Seite: Partnachstraße""",,,,,,,,,,,48.117298692696984,11.526111960418072,10288046,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,U-Bahnhaltestelle Partnachplatz - Anzahl: 2  -  zeitliche Einschränkung: keine,,,,
